text,category
 Unit Operations| Quality Management| Six Sigma| Quality Standards| Providing Training| Equipment Maintenance| Data Quality| Standard Operating Procedures| Written Communication| Computer Skills,Bio/Pharma Informatics-Associate/Scientist
 Help Desk| Customer Service| customer relationship| access controls| Asset Management| Vendor Management,Associate/Senior Associate -(NonTechnical)
 Retail Sales| Store Sales| Sales| Telecom Sales| Merchandising,Retail Store Manager
 Android| Manager Quality Assurance| Agile| Selenium| Windows mobile| Data analysis| Product quality| Testing| Business Development Executive| Web technologies,Sales Executive/Officer
 HR Generalist| Corporate HR,HR Manager
 Customer Service| Fresher| KPO| Voice| International BPO,Associate/Senior Associate -(NonTechnical)
 Performance tuning| PDF| Query studio| Cognos| Analytical| Report studio| Informatica| Oracle| Troubleshooting| tools| SQL,Software Developer
 Javascript| XML| HTML| Hibernate| jQuery| Project management| MS SQL| Manager Quality Assurance| SDLC| Agile,Quality Assurance/Quality Control Manager
 leadership training,Training Manager
 Marketing| Sales| Brand Communication| Market Research| Product Management| Strategy| Crisis Management,Product/Brand Manager
 matlab| simulink| java| analytical| simulation| spice| linux| macintosh| windows| unix,Software Developer
 Java| Database Administration| SQL Database| PLSQL| Oracle| Talend| PL| ETL| Performance Tuning,Technical Architect
 Project management| MS Office| Public relations| Analytical| Event marketing| Head Business Development| Marketing communication| Educational marketing| Event production| Business Executive,Program Manager
 Customer Service| Help Desk| Information| Telephony support| customer relationship| access controls| Vendor Management| Asset Management,Quality Assurance/Quality Control Executive
 Customer service| Risk management| Analytical skills| ORCA| Corporate| Banking| Infrastructure Architect| Presales| Testing,Technical Architect
spring| java| j2ee| servlets| rest| soap| web services| jsp| jsf| jdbc| spring mvc| spring boot| mvc| developer,Software Developer
 web services| sap abap| odata| Implementation| ABAP,Software Developer
 Algorithm Development| C| Cortex| Machine Learning| Wireframing| Linux| Image Processing| Embedded Systems| ARM| Python,Team Lead/Technical Lead
 Bpo Non Voice| Call Center| International BPO| Back Office| Data Entry| Calling| Domestic| inbound| voice| bpo| kpo| lpo| Backend| fresher,Fresher
 asp.net| powershell| MVC| sql server| javascript| azure,Software Developer
 software development| application development| core java| advanced java| Spring| Hibernate,Software Developer
 it marketing| sales operations| distribution| salesforce.com| sales training| customer relationship| crm| relationship management| customer service| sales administration| Oracle EBS,Process Flow Analyst
 System testing| Communication protocols| Coding| PLC| Industrial automation| Servo drives| Profibus| Release management| Technical support| Technical documentation,Software Developer
rest| server| Filenet| SOA| configuration| JSP| administration| developing| HTTP| Analytics| Websphere Administration| cloud| Web services| java| Linux| Db2| Script writing| web| design| soap,Software Developer
 derivative operations| CFD| Costing| Fund management| Reconciliation| Back office| Swaps| Continuous improvement| OTC,Software Developer
Android| Javascript| Application| Mobile application development| development| html5| mobile| ios| CSS3| jQuery| Mobile development| XHTML| html| developer| SDK,Software Developer
 Consultant| resident| critical care| hospital| medicine| ICU| ,Anaesthetist
Team Management| Delivery Operations| Customer Experience| Transportation| Customer Centric| Customer Satisfaction| 3Pl| Logistics,Associate/Senior Associate -(NonTechnical)
 media relations| media| event management| Social Media| Social Media Manager| Digital Media| online media,Public Relations & Media Relations Manager
 Graphics| data visualization| Object oriented programming| Javascript| Testing| SIDE| Business Executive| angularjs| continuous integration| Web technologies,Team Lead/Technical Lead
gc|dissolution|hplc|analytical research|method validation|method development|stability studies|analytical instruments|ar&d|aqa|analytical quality assurance|analytical qa|Analytical Research & development|Related substance,Analytical Chemistry Associate/Scientist
 Recruitment| Sourcing| Screening| Hiring| TL| Team Handling| Team Leading| Revenue Generation| Team Management| team leader| Non IT Recruitment,Other
 Medical| Hospital,Sales Executive/Officer
accounts receivable|accounts payable|Accounting|general accounting|general ledger,Accounts Manager
 sales operations| customer relationship| team leading| customer service| sales strategy| sales process| sales budgeting| crm| strategic planning,Sales/Business Development Manager
 Postgres| Software Project| Scrum| Software Development| Agile Development| Technical Leadership| GIT| AWS| System Architecture| Continuous Delivery| Go| React.Js,Software Developer
 bpo| Customer Service| International Call Center| inbound| international voice| Voice Process| voice based process| Customer Support| voice support| outbound| Customer Care| communication skills| International Voice Process| International BPO,Associate/Senior Associate -(NonTechnical)
 Automation| Gaming| Computer science| Regression testing| Engineer II| Software development life cycle| Testing| Test reporting| Software testing| Mathematics,Testing Engineer
 core data| objective c| performance tuning| cocoa touch| ios sdk| threading| bug fixing| ios| swift,Software Developer
 technical| Hadoop| Technical Lead| developing| it| tools| Analytics| java| RDBMS| spark| SCALA| jenkins| Python,Software Developer
 design| web designer| image| creative| User Interface| Graphics| javascript| ajax| jquery| software development| wcf| wpf| html| game,Web Designer
 Commerce| Accounts Executive| Business Executive,Accounts Executive/Accountant
 logistics operations,Logistics Manager
 Direct sales| Client handling| Effective Communication| MIN| Service industry| Presentable| Software| Digital marketing,Sales Executive/Officer
 Analytical Skills,Financial Accountant
 Regulatory reporting| Accounting| Financial accounting| Banking operations| Strategic planning| Project planning| Budget management| Budgeting| Forecasting| Analytics,Accounts Executive/Accountant
 Flash animation| Client communication| Creative designing| Billing| Tools| Outsourcing| Photoshop| Business Executive| Avid| International BPO,Sales/Business Development Manager
 Area sales| Pharma| Healthcare| Networking| Techno-commercial| Surgical| Social media| Product sales| Regional sales| Sales account,Sales/Business Development Manager
Sailpoint,Software Developer
 fshore| net vb net| asp net| c| program| g| client| working,Software Developer
 Water Treatment| Water Quality| Cooling Tower,Service/Maintenance Engineer
 montessori| nursery| Day Care,Other
CRM|microsoft|Microsoft Dynamics|Data migration|Outsourcing|Business strategy|Operations|Functional testing|Retail banking|Test planning,Team Lead/Technical Lead
User Acceptance Testing|data management|Clinical Data Manager|Clinical Data Management|Drug Development,Clinical Research Manager
 HR Generalist Activities,HR Executive
 Application support| US GAAP| Test scripts| Management consulting| record to report| Tax reporting| IFRS| Oracle| PTP| OTC,Taxation(Indirect) Manager
 Maintenance Management| Utility Maintenance| mechanical Maintenance| Bulk drugs| Plant Maintenance| Pharma| Senior Management| API| Operations & Maintenance,Quality Assurance/Quality Control Manager
 Operational excellence| Compliance| Chemical engineering| Relationship| Business management| Executive search| Monitoring| Process compliance,Head/VP/GM/National Manager -Sales
 CSS| GIT| MySQL| Javascript| PHP| HTML| MongoDB| Node.Js| MVC| JQuery| AWS| Codeigniter,Software Developer
hospital pharmacist|pharmacist|pharmacist retail / hospital,Pharmacist/Chemist/Bio Chemist
 c++| C| design| MySQL| JavaScript| HTML,Software Developer
 international bpo| customer care officer| customer service| Domestic BPO| Domestic Calling| cco| International Voice Process| customer care executive,Associate/Senior Associate -(NonTechnical)
 Validation| Cqa| Third Party| Research| Formulation Development| Technology Transfer| RFQ| RA,Research Scientist
 financial analysis| forecasting| FPA| Reconciliation| variance analysis| accounting| financial planning| budgeting| Balance Sheet,Finance/Budgeting Manager
 Marketing| Brand Strategy| Social Media| Content Creation| Copy Writing| Content Writing| Wordpress| Google Analytics,Social Media Marketing Manager
 algorithms| css| rdbms| xml| cake php| writing| zend| mvc| javascript,Software Developer
 PMP| Construction chemicals| Regional sales,Regional Manager
 Software design| CAD| Mechanical design| Automobile,Design Engineer
 Counselor| Mentor| Trainer| Advisor| Teaching,Lecturer/Professor
 Excel| Word| Typing Speed| Quality Orientation| Proof Reading| Editing| Hiring| Internet| Powerpoint| Interviewing,Content Developer
 People management skills| Monitoring| Relationship| Legal| Cost,Collections Manager
 Unix| SQL| XML| c#| server| development| solid| software| Eclipse| testing| HTML| JSON| Core Java| automation| application| Coding| web| Agile| Selenium| api| soap| architecture,Software Developer
 Learning| MS Office Suite| Interpersonal Skills,Fresher
 Voice Process| Night Shift,Trainee
 debt collection| collections| debt recovery| cross selling| cash collection| cash payment,Fresher
 PDF| Product promotion| Production| Journalism| Creative writing| Research| Fact| Proof reading,Content Developer
 Debugging| Software design| Agile| development| Architecture| technical| software| tools| Scripting| quality| design| Software development life cycle| Operations| Software solutions| Supervision| Testing,Software Developer
chartered accountant|customs|gst|returns,Taxation(Indirect) Manager
 jQuery| MySQL| Javascript| CSS| Coding| Database| E-commerce| Zend framework| Core PHP,Software Developer
